Id;Sentiment;Text Tweet
372;negative;Wah galon #AdaAQUA nya banyak pak.. Saingan ni ye sama bunganya pak #AhokDjarot
373;negative;dalam catatan sejarah dunia baru cuma #AhokDjarot yang kalah kebanjiran bunga #AhokRekorMuri
374;negative;Hati hati komentar tentang #AhokDjarot #kalahpilkada, ujung2nya anda dituduh NYINYIR
375;negative;Tukang karangan bunga yang tidak pilih ahok apa masih terima orderan masa mau buatin bunga buat orang kapir #karanganbungaahok #AhokDjarot
376;negative;Jakarta tanpa pak ahok @basuki_btp bagaikan bis tanpa om telolet om...#GombalinAhok #AhokDjarot #AhokForNobel
377;negative;Yang dilantik Oktober nanti bisa kayak gini gak #AhokDjarot #AhokMandiKembang
378;negative;Yang menang pilkada itu #AniesSandi yg kebanjiran ucapan selamat dan karangan bunga #AhokDjarot - fenomena alam
379;negative;Kiriman bunga ke #AhokDjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua
380;negative;#KaranganBungaAhok biarlah mereka menghibur diri...wkkwwkkwk. #AhokDjarot #ahokbali1
381;negative;Banyak yang mulai SAKIT JIWA karena warga lebih cinta #AhokDjarot. #karanganbungaahok #GombalinAhok Kamis  #LawanSekulerRadikal
382;negative;#AhokDjarot kalahpun masih juga jadi sasaran kreator hoax
383;negative;Daripada kirim karangan bunga, mending bikin acara bagi bagi sembako #AhokDjarot #kalahpilkada
384;negative;Ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #AhokDjarot
385;negative;Yang di dalam balaikota Seperti di Dalam museum di Paris yang mau moto lukisan monalisa... #ahokdjarot #AhokDicintaiRakyat #savejakarta
386;negative;Menit ke 1:51 sedih banget huhuhu... IBU itu sama bapaknya nangis, #AhokDjarot #savejakarta
387;negative;Haha.. Kayaknya sebentar lagi ada banyak bunga tandingan nih #AhokDjarot
388;negative;saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja Takut bikin macet kalo bapak ikutan ngiri #AhokDjarot
389;negative;Stress, guberner yang didukung tidak diharapkan sama warga Jakarta... #AhokDjarot #savejakarta
390;negative;Gak murah nih ! , jika Ahok bukan Gubenur kesayangan warga Jakarta, emang siapa mau buang2 duit untuk beginian? #AhokDjarot
391;negative;Ya ampun Pak, rasanya kok sesek yah dada ini ngelawan bangsa sendiri..... Apalagi masalahnya issue sara... #AhokDjarot tak terganti
392;negative;Karangan bunga yang dikarang-karang untuk #AhokDjarot, sungguh kegilaan pasca kegilaan tuntutan JPU kasus #AhokPenistaAgama
393;negative;Apakah KAFIR itu TIDAK Berlaku lagi JIKA .....???? #ask #AhokDjarot #aniessandimenang
394;negative;"Untuk pembenci pak basuki >""Benci boleh, goblok jangan""< #AhokDjarot #badja"
395;negative;Pengamat: Cara yang Digunakan untuk Jungkalkan Ahok-Djarot Mirip Strategi ISIS http://bit.ly/2qd9w4e  #AhokDjarot
396;negative;yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4RI #ahokdjarot
397;negative;Lambang matinya akal waras di Indonesia, ketika fitnah mengendalikan kita #Ahok #ahoktumbang #pilkadajakarta #AhokDjarot
398;negative;#AhokDjarot membuktikan bahwa tak selamanya mantan itu digantikan dengan yang lebih baik #mantanterindah #akakakakakk #maapnyampah
399;negative;Kajian ini gue liat pake perspektif netral loh ya. Coba lah kalo ngomong dipikir #AhokDjarot
400;negative;Sederhana aja kan? Ya orang yang mempertanyakan soal susah move on berarti cuma yang sok skeptis dan tim kontra Ahok #AhokDjarot
401;negative;#DebatFinalPilkadaJKT #AhokDjarot #jakartakerja Debat kok beretorika, program kok berwacana... Yang adil tidak korupsi sajalah
402;negative;Ancam Polisikan, Sutradara Video Rasis Kampanye Ahok-Djarot Minta Bayaran Sesuai Kontrak https://goo.gl/lwg3Ai  #News #AhokDjarot
403;negative;Di penutup, Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?
404;negative;Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja https://www.instagram.com/p/BSyhNL4Fph5/
405;negative;Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2
406;negative;#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%
407;negative;Lholho ini kenapa pendukung ahok, DP 0% teruntuk kaum dhuafa, situ kan uangnya sudah banyak. <Bomb>  #DP0% #AhokKeok #PilkadaDKI #pilkadadki201
408;negative;dulu #Jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <Broken Heart>  #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK
409;negative;Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017
410;negative;Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir.  <Fire> <Fire> #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin
411;negative;Jangan sampai allah mengAzab kalian wahai orang2 muslim yang memilih pemimpin kafir <High Voltage> <High Voltage> #pilkadadki2017 #PilkadaDKI
412;negative;Saya tidak bisa move on sampai sekarang lihatin Ahok + Djarot kalah <Slightly Frowning Face>
413;negative;Masih baper tentang Ahok-Djarot <Disappointed Face>
414;negative;Bukan untuk memenangkan Anies-Sandi, tetapi untuk mengalahkan Ahok-Djarot. Tarik kesimpulannya sendiri yep
415;negative;Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id  Suap suara model begini, menghina kecerdasan warga..
416;negative;Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>
417;negative;Itu yang ngomong jangan pilih Ahok Djarot pernah merasakan banjir tidak sih? <Pouting Face>
418;negative;Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>
419;negative;tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>
420;negative;KAFIR Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin  <Fire> <Fire>  <Fire> <Fire>
421;negative;#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1  #AhokDjarot #PilkadaDki2017
422;negative;Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com
423;negative;Dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih
424;negative;Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot
425;negative;@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <See-No-Evil Monkey>  @ojkindonesia
426;negative;Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja
427;negative;#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik?  <Weary Face>  <Weary Face>
428;negative;Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot
429;negative;Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot
430;negative;"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok"
431;negative;@aniesbaswedan kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja @nu_online #ahokdjarot #pilkadaDKI @MataNajwa
432;negative;#TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah @LintangChrezL @Hit_DX @ChajanJr @arifinp76
433;negative;apa yang kamu mau perangi kalau faktanya benar, yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat
434;negative;Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI  <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>
435;negative;Wasekjen MUI Nilai Video Kampanye Ahok-Djarot Suduntukan Umat Islam https://goo.gl/vrIZIy  #News #AhokDjarot
436;negative;Kasih Iming-iming KJL kepada Orangtua, Ahok-Djarot Diminta Jangan Menipu Lansia https://goo.gl/L2e0Wn  #News #AhokDjarot
437;negative;Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>
438;negative;Video Kampanye Ahok-Djarot Telah Hancurkan Kebhinekaan https://goo.gl/ZrUI0G  #News #AhokDjarot
439;negative;SAAT ALIEN MENYERANG INDONESIA http://www.triandry.com #pertempuranakhirjawarajkt #deklarasippp #rompiskasmaran #ahokdjarot #aniessandi
440;negative;Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>
441;negative;@KataAhok #ahok #Ahokdjarot @AhokDjarot  @TetapAhokDjarot  #3ya3 memang pilpres sabang sampai merauke? https://youtu.be lewat @YouTube
442;negative;Mentang mentang nama belakangnya sama, mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI
443;negative;#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.
444;negative;Kampanyenya ngomong program ini program itu, jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot
445;negative;Timses anies ngomongnya sok kayak motivator, udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot
446;negative;pantes banyak polling dihapus, kalau yang menang polling #AhokDjarot pasti DIBESAR2KAN, ditayangkan 25x dalam sehari dimetrotivi <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>
447;negative;Buzzer #AhokDjarot galau, semua survei dan polling memenangkan #AniesSandi Invoice bakal tak dibayar nih!  <FACE WITH STUCK-OUT TOUNGES>
448;negative;@aniesbaswedan omonganmu tidak cocok dengan fakta <Thumbs Down> <Thumbs Down>@MataNajwa @Metro_TV #pilkadaDKI #voteahok #badja  @nu_online #ahokdjarot #DKI
449;negative;#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara, serta matang dalam mengelola Strategi Musuh.  <FACE WITH STUCK-OUT TOUNGES>
450;negative;nasi bungkus terdeteksi #ahokdjarot
451;positive;PDI-P perkuat kemenangan Ahok-Djarot #pilkadaDKI2017.
452;positive;Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak
453;positive;Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017
454;positive;Dalam hitungan saya, pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot, tapi mereka harus mengalah untuk kepentingan nasional.
455;positive;terima kasih pak ahok  @basuki_btp #pilkadadki2017
456;positive;Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa, tetep keren terus ya pak! Tetap menginspiras
457;positive;Jadi serahkan semua takdir kehidupan kepada Tuhan, kita hanya menjalankan sebaik mungkin. Bukan begitu pak @basuki_btp #pilkadadki2017
458;positive;Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017
459;positive;Melihat para @temanAhok, harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017
460;positive;Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot
461;positive;Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok
462;positive;Yang 1 itu selama kerja sudah terbukti, yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017
463;positive;Tidak apa-apa Ahok kalah, supaya sedikit aman. Coba Ahok menang, calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017
464;positive;Untuk bpk@basuki_btp terima kasih untuk perjuanganmu selama 5 tahun terakhir. Kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada
465;positive;Artis pendukung Ahok selamati rekannya pendukung Anies http://ow.ly/XvnN30aYrAS  #PilkadaDKI2017
466;positive;Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju.#pilkadadki2017
467;positive;Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari
468;positive;@ahok @djarot saya mendukungmu di pilkada ini dengan sepenuh hati. Semoga menang menang merdeka
469;positive;#pilkadadki2017 sangat mencintaimu pak @ahok. Menanglah dan lanjutkan
470;positive;#HasilC10 #Ba2ukiDjarot #pilkadadki2017 #MataRakyat #KawalPilkada @basuki_btp @AhokDjarot unggul di TPS 58 Duri Kosambi Cengkareng
471;positive;Warga Pluit : Kami Pilih Ahok Karena Kerjanya, Bukan Satu Etnis. https://goo.gl/KVN4o5  #pilkadadki2017 #wargapluit @basuki_btp
472;positive;Selesai untuk beberapa waktu. Kami tetap setia #pilkadadki2017 https://www.instagram.com/p/BTDXsnuDpP9/
473;positive;Usai Nyoblos Ahok Hanya Tersenyum. https://goo.gl/Ea1PNS  #pilkadadki2017 #ahok
474;positive;Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3,jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017
475;positive;Selamat Pagi Salam 2 Jari untuk #pilkadadki2017 #pilkadajakarta
476;positive;Mari kita berdoa, agar mereka semua dengan hati yang bersih coblos paslon no 2 . Berdoa dimulai... #pilkadadki2017
477;positive;Meski Saya warga Sultra, tetapi Saya dukung Ahok Djarot Untuk Gub.DKI Jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok
478;positive;Apa yang dicari.? Pilih gubernur, yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua
479;positive;satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017
480;positive;#PilkadaDKI2017 KH Said Aqil Sebut #Ahok-Djarot Sejalan dengan NU
481;positive;Kita Butuh Pemimpin BERMUTU Bukan Sebatas penjaja KARTU di #pilkadadki2017 Nanti Semoga @AhokDjarot Sukses dan menang
482;positive;3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih
483;positive;Iwan Fals saja pilih Ahok Djarot..tahu kan konsistennya Iwan Fals melawan korupsi ? #pilkadadki2017 @Takviri
484;positive;Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta
485;positive;#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia
486;positive;Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot
487;positive;"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir"
488;positive;Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto
489;positive;gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah
490;positive;#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/
491;positive;Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia @Bogor, Indonesia https://www.instagram.com/p/BUA2fQxlDza/
492;positive;Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5
493;positive;Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB  #ahok #ahokdjarot
494;positive;Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot
495;positive;Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€? https://www.instagram.com/p/BT8t9c9jQlx/
496;positive;1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€? https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€?
497;positive;#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor
498;positive;Mas @addiems , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA
499;positive;Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree
500;positive;Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotâ€? https://www.instagram.com/p/BT6vCAkD2Odn28TQ0-1W-3a6HiqagNqDh_2T7g0/ â€?
501;positive;Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati
502;positive;1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI
503;positive;pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot
504;positive;Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/
505;positive;semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin
506;positive;SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG
507;positive;semoga selalu #tegar #AhokDjarot https://twitter.com/cpdmkrkm/status/862234789859868672
508;positive;Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia
509;positive;Manado untuk Pak @basuki_btp
510;positive;Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua @â€? https://www.instagram.com/p/BT6eQ61hZfW/
511;positive;Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia
512;positive;Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung
513;positive;Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot
514;positive;Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum
515;positive;Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8
516;positive;Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok
517;positive;Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot
518;positive;Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot
519;positive;doa kami untuk Jakarta.#AhokDjarot
520;positive;Paduan suara warga di balai kota #ahokdjarot
521;positive;Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot
522;positive;DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar
523;positive;Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot
524;positive;Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru
525;positive;Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot
526;positive;Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta
527;positive;#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon
528;positive;Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta
529;positive;Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/
530;positive;ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot
531;positive;Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta
532;positive;Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta
533;positive;Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat
534;positive;@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot
535;positive;Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang
536;positive;Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot
537;positive;Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot
538;positive;Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot
539;positive;Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss
540;positive;Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot
541;positive;Tuhan Memberkati #AhokDjarot
542;positive;Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah, AhokDjarot menang apa yg terjadi di Jakarta terima kasih.
543;positive;Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu, Pak #AhokDjarot
544;positive;Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok
545;positive;Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/
546;positive;#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot
547;positive;Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot
548;positive;Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/
549;positive;KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot
550;positive;#ahok #djarot tetap di hatiku #pilkadadki
551;positive;#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat http://infototorqq.blogspot.com
552;positive;#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim, Ahok Kaum Pendidikan Tinggi TotorQQ: http://www.infototorqq.com
553;positive;#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/
554;positive;Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang,konsentrasi,berdoa,selalu bahagia Untuk menang
555;positive;Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot
556;positive;Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017
557;positive;Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017
558;positive;Peach #pilkadadki #pilkada #pilkadadki2017 #pilkada2017 #ahok #ahokdjarot #ahokers  https://www.instagram.com/p/BTDYVuNAw
559;positive;Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07 https://www.instagram.com/p/BTDSmEylbz8/
560;positive;Ayo coblos yang bijaksana untuk JAKARTA yang lebih baik  <Victory Hand>  #PilkadaDKI #PilkadaDKI2017 #PilkadaJakartaAman
561;positive;Bapak Presiden sudah bilang Pilkada DKI akan aman tohh  <Smiling Face With Sunglasses>  <Smiling Face With Sunglasses> ... #PilkadaDKI2017 @jokowi @JokowiAhokJKT
562;positive;Kekalahan Ahok ini disengaja, biar bisa sepaket dengan AHY pada Pilpres nanti <FACE WITH STUCK-OUT TOUNGES> <grining face with smile eye> <grining face with smile eye> <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> #PilkadaDKI. #Ahokers jangan risau hahahahahaha
563;positive;Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY, tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>
564;positive;Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>
565;positive;saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>
566;positive;Bagi Tompi, Ahok-Djarot <Victory Hand> <Victory Hand> Lakukan Perubahan Positif, Nih Buktinya! #PilkadaDKI
567;positive;Positif, PDIP Usung Ahok-Djarot di Pilkada DKI 2017 <Victory Hand> - Suara Nasional http://fb.me/4WTHLLCNZ
568;positive;Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok
569;positive;KALAH PILKADA DKI AHOK DJAROT DAPAT KARANGAN BUNGA SIMPATI KARENA TERUJI DAN TERUKUR <Victory Hand> <Victory Hand> ANIES SANDI MENANG DAPAT BUNGA DP 0%
